:START_ID(Author);:END_ID(Articles)
Guo-Cheng Lan;18192
Xiaojian Wang;11256
Hitomi Inada;16059
Chun-Fu Lin;10205
Mouhannad Ali;11616
Jun-Ho Kim;9675
Aftab Ali;9770
Alfonso Pierantonio;3128
Yu-Xiang Fei;560
Noelia Saurin-Serrano;4904
Chengpu Yu;7418
Nicholas P. Lawrence;4695
Charles-O. Normandeau;6040
Marco Fiore;3393
Quan Zhou;282
Valentina Shadura;2784
Fang-Bor Weng;66
Wencai Du;9359
Maria Genua;10918
Florent Bruguier;12317
Wade T. Tinkham;6859
Carlos T. Calafate;5005
Mohammad Asad Rehman Chaudhry;6067
Liangji Zhou;1144
Seng W. Loke;11134
Zhongliang Deng;14581
Xiao-Heng Chang;12722
Suhaib Ahmed;1681
Alexander Yarovoy;14442
Jonathan Crespo;1084
Jianxin Zhu;1676
Hongkai Xiong;19088
Xiyang He;7365
Aneel Rahim;14651
Guoqing Liu;2879
Makoto Koshino;6646
S. Parasuraman;16123
Zhimin He;4424
Guilherme Marcon Zago;10568
Zhiwen Zhang;9859
Canan Çelik;16415
Bingheng Lu;14106
Scott Hensley;13969
Wei Yu 0016;12856
Mingdi Deng;3826
Tae-Hyung Kim;8770
Nan Chi;1461
Nguyen Hoàng Ly;2908
Yingzhu Feng;6356
Anyanee Kamkaew;12301
Cheng Wang 0007;11554
Jie Chen 0021;9656
Danny Eliyahu;17137
Marcos Hervás;14807
Anees Ara;1720
Yinghua Huang;19516
Asma Belhadi;13775
Kan Liu;18068
Woojin Choi;16644
Kailin Ren;4679
Lin Li;19292
Ruidong Li;6987
Xiaobing Ma 0001;1748
Donghoon Kang;15340
Jianfan He;10929
Tasneem Darwish;14561
T. Randall Lee;12568
Ximeng Liu;11289
Fahima A. Maghraby;16540
Sean Healy;14860
Mario García-Lozano;14272
Ahmed Nader Mohieldin;5530
M. A. Abdel-Razek;18058
Julie Beugin;15047
Tuan Vo-Dinh;6233
Zhibin Ling;1404
Andreas R. Dahl;9332
Enrique Cabrera;467
Ramón Quiza Sardiñas;10192
Elaref Ratemi;17731
Teruo Yoshino;13261
Yu Jin 0005;2523
Santiago Celma;673
Atif Alamri;8744
Qi Jiang 0001;19600
Thomas Brunner;16632
N. Arunkumar;9711
Bernadette Miara;8779
Mingjian Chen;1682
Imran Yusuff;11895
Wai-Yip Chan;13377
Shuai Dong;11947
Jan M. Schellekens;952
Pablo Zubiate;8670
Xiang Li 0009;2132
Rabeb Mizouni;9629
Kawsar Ali;1269
Wenyuan Liao;9779
Zhangzhang Xie;7484
Dongmei Xie;2095
Tianhao Yan;7151
Babar Shah;15652
Jiann-Fuh Chen;12489
Yaping Zhang;11888
Sergio Romero;15269
Pietro Ferrari;9683
Joël Agnus;2825
Ming Chiang Chen;2386
Rudolf Olach;17850
Nori M. Al-Kharasani;15415
Mourad Ykhlef;13904
Jinchuan Zheng;18720
Long Chen 0003;9789
Ken Nakahara;8406
Yiyi Ma;17505
Martin Wimmers;16873
Huijie Wang;17069
Joost Bolder;8478
Maamar Bettayeb;10215
David Fernández-Amorós;1109
Hoai-Nam Le;12775
Piyush L. Kamani;4282
Syed Saad Azhar Ali;19273
David Lowry;2530
Siyang Cao;1585
Gheorghe Oros;2703
Seungdeog Choi;6616
Xueying Hou;4262
Robert Keight;14633
Matt Brearley;13507
Lukman Audah;6802
Junho Cho;4133
Almas Shintemirov;3241
Anastasia S. Zakharchenko;18691
Xijin Liu;13749
Ho-Jin Choi;10301
Nagy I. Elkalashy;6002
Jin-Woo Jung;19243
Yanwei Guan;19752
A. K. M. Arafat;12201
Csongor I. Gedeon;9616
Yueliang Wan;1382
Yugang Niu;19
Shuai Jiao;10347
Kefei Mao;6145
Minas Spiridonakos;9992
Jordane Lorandel;13767
Yu-Dong Cai;5013
Gui-Quan Sun;5142
Jinguo Liao;3537
Alessandro Tognetti;18280
Shih-Yu Huang;6563
Yun Shi;10707
Timothy A. Cook;14618
Magdalena Méndez-López;8873
Ping Zhang 0015;5314
Ingo Sasgen;15096
Michal Kuráz;2166
Maozeng Lu;16985
Meng Wu;17446
Rui Kang;9525
Bin He 0003;18572
Carolina Fortuna;14988
Fernando A. Kuipers;9923
Xixi Zhang;2529
Michael Loupis;13807
Pengfei Zhang;10427
Shibo Wang;8287
Zhiqing Geng;9078
Alessandro Bazzi;9389
Esteban Municio;2927
Fei Fan;6131
Yu-Shan Chen;7354
Hwasoo Seok;3282
Rachel Philip;14762
Michael Hernandez-Gomez;17215
Michael Drack;16549
Tom Gatsinzi;677
Ipek Ensari;11098
Jie Duan 0003;12324
Yunsheng Mao;16103
Woojin Chang;14497
Tianrui Zong;9918
Hermann Steffan;16396
Demercil de Souza Oliveira;14023
Fumitoshi Matsuno;9096
Gerardo A. Portilla;737
Tian Wang 0001;10323
Rui L. Aguiar;2320
Kelly J. Mesa-Donado;12270
Hai Xia;7205
Oxána Bánszegi;18859
Jenq-Yang Chang;12862
Bingxiao Ding;17366
Ram Gopal Raj;6361
Glen A. Montes;6292
Yulia Alexandrova;15112
Sihai Wang;260
Sheng Wu;16660
Changchun Cai;15393
Yu Zhou 0007;13709
Candido Bariain;5631
Rui Yatabe;10177
Taeyong Kang;3554
Yue Hu;15633
Mojtaba Fardi;15337
Lianqing Liu;2232
Shih-Yu Kuo;17064
Qi Zhou;7088
Honghai Liu;17749
Rakesh Kumar Jha;7995
Bernard Plano;11565
Hala S. El-sayed;18493
Zeming Li;9557
Teresa Emery;12995
Bin Liu 0025;6014
Jonathan Scarlett;12521
Ala I. Al-Fuqaha;6210
Chun Zhao;2337
Ruicong Han;1171
Kun Zhang;7573
Amedeo Andreotti;8616
Hao Tang 0004;9670
Glen C. Rains;12111
Konstantin Turitsyn;2685
Jian Wang 0013;15191
Il-Doo Kim;14500
Francisco J. Perez-Pinal;3412
Gustav Vos;10066
Qin Mei;14477
José Fernando Ortega;19102
Fang-Yie Leu;14148
Marcelo Jaime;17768
Majid Erfanian;722
José Carlos Campelo;1412
Jesús Requena-Carrión;10947
Daniel N. Wilke;10939
Shuxia Huang;15022
Shahid S. Siddiqi;214
Zhi Hu;11097
Md. Rafiqul Islam Sheikh;17931
Emanuele Di Palma;17332
Fangjing Hu;15959
Yunlong Shang;620
Iman Abdali Mashhadi;19680
Bin Wu 0004;13021
Li-Minn Ang;84
Sofía Aparicio;14855
Ahmed Hamza Osman;16398
Yanmin Zhu;1496
Shun Zhang;19462
Juan B. Ejea;19552
Xiuping Li;15733
Yiqing Li;1703
Zengwei Zheng;19731
Miftah Irhoumah;11083
Vitoantonio Bevilacqua;11648
Adriana Savescu;11106
Adriano Camps;8513
Zhi-Xiang Zou;18489
Sai-Wing Leung;18091
Shai Ophir;7359
Guoli Zhu;12803
Paul Jang;3627
Yan-Cun Li;5342
Qi Jia;19285
Ales Janota;10975
Wei Kang;8858
Yang Jin;6434
Oktay Ureten;3267
Manoranjan Sahoo;11752
Reem El Sherif;4884
Miguel Ángel Satorre Aznar;19215
Hiroki Nishiyama;15685
Maria Koutsoupidou;7077
Kailash Lachhwani;4561
Taehoon Kim;2637
Daesik Son;2031
Young-Hak Kim;5811
James J. Szykman;11729
Jelena Loncarski;17799
Pei-Huang Diao;1138
Tomas Komrska;11283
Markus Kuhne;360
Yan Bai;18986
Annica Kristoffersson;10272
Hong-Yuan Li;14754
Julián Ramos Cózar;4718
Alberto Paolo Tonda;4132
Avgoustinos Filippoupolitis;10831
Adriano Camps;4871
Jin Tao;19686
Shady M. Gadoue;15374
Rodrigo Almeida;13115
Songsong Xiong;7565
Gwanghyun Jo;19923
Haoze Luo;13472
David J. Atkinson;14575
William E. Lipford;18494
Hoang Hiep Nguyen;17186
Yong Ouyang;621
Dominik Schuldhaus;19708
Kao-Shing Hwang;4106
Qingqun Ye;14707
Yun Fu;13358
Shuangxia Niu;13622
Mihaela Ribicic Penava;16825
Yanpu Zhao;11454
Okan Erdogan;6216
Shengyun Liang;1622
Dipten Maiti;9756
Harilton da S. Araujo;15882
Chuang Hou;14531
Javier Vales-Alonso;9749
Ming-Fong Tsai;8604
Yangjie Sun;599
Srinivasan Balapangu;5210
Korhan Cengiz;11688
Ioannis E. Livieris;18750
Isabel Tormos;17797
Chao-Yang Li;9373
Allan J. Walkey;16904
Jian He;2599
B. Venkatesh;19657
Yangdong Deng;12791
Rasoul Dehghani;8990
Yoshikatsu Nakajima;3482
Kjeld Madsen;16902
Hiroki Wakatsuchi;12462
Shuai Zhao;14251
Sampath Rangarajan;9814
Irmantas Kasalynas;15894
Fu-Wei Wang;14325
Angela Sucerquia;13016
Mara Concolato;1415
Guowei Dai;5558
Xiaoguang Cao;12469
Yilun Shang;2199
Hu-Cheng Lee;13808
Matteo Frigieri;4573
Abdoulaye Tall;7996
Yike Guo;3311
Jafar Milimonfared;17516
Sridhar Krishnan 0001;5316
Qufu Wei;15842
K. Gopakumar;2557
César Y. Kiyono;19718
Antonio Cellini;9181
Jianwei Yin;899
Fang-Hsin Chen;16501
Xiaona Liu;10274
Shafiqul Islam;5647
Po-Wei Chi;1684
Emiliano Rustighi;8090
Ying Huang;13165
Jennifer L. Davies;7248
Ataollah Shirzadi;10694
Jinglei Li;13287
A. A.-H. Shoreh;5457
Roberto Marani;18041
Li Ming;2987
Chengfeng Pan;310
Chao Wang 0009;4937
Yunyun Dong;10949
Kevin Lee;4446
Wojciech Majstrzyk;10112
Ratil H. Ashique;3258
Habibullah Jamal;12370
Jifan Hu;4986
Ruizhuo Song;18495
Roee Diamant;2377
Jonas Kottmann;5758
Pengyue Zhang;8033
Naim Bitar;835
Lorenzo Lunelli;4021
Pablo F. Diez;19205
Stéphane Maag;18608
Joaquín García-Alfaro;15240
Jae-Il Baek;9889
Mike Barnes;656
Takuya Ogaki;19066
Jiajie Duan;12023
Lei Wang 0067;26
Yu Bi;1413
Daniela Carrion;6572
Po-Hsun Cheng;10402
Lurong Jiang;11527
Ricardo Lizana;1387
Anthony Brill;595
Azeddine Bilami;3733
Alexander D. Gluhak;10115
Guillaume Andrieux;9954
Bin Li 0011;14520
Chris Norval;8209
Paul Bracken;19160
Dominique Placko;15028
Bojan Kuzma;15907
Lei Li;7749
Elina Moldavskaya;12726
Santeri Poyhonen;5821
Salvatore Almaviva;14323
Hung Viet Nguyen;16645
Hossein Dehghani Tafti;5503
Nima Sammaknejad;15639
Huaijiang Sun;9614
Majid Safari;14492
Basim Hafidh;13465
Hao Cao;5164
Nordin Bin Saad;18716
Shaojun Xie;14850
Martin Strecker;8840
Manuel Fernandez;16412
Chandana Jayampathi Gajanayake;5233
Zoran Najdovski;7423
Shengliang Pu;4011
Xionghu Zhong;3609
Ioannis Konstantelos;6458
William E. Leithead;7164
Bang Chul Jung;8148
Yong Qin;12401
Asmaa Althani;7230
Iván Campaña;15387
Zakia Asad;1939
Jose Antonio Garrido-Cardenas;709
Francisco J. Marquez-Fernandez;17068
Alexey Vinel;934
Kefei Mao;7252
Bin Li 0019;18878
Muhammad Azmi Abdul Hamid;4863
Yushu Zhang;441
Hongchen Liu;12217
Roberto Sarmiento;4337
Xiao-Guang Gao;7767
Chengzong Li;3386
Mei Xu;2751
Fatih Gökçe;3771
Francesc Alías;10996
Yicheng Ma;6337
Shih-Kai Lin;13283
Hsiao-Ting Jannis Su;6013
Qing Cai;4664
Peter Schulze Lammers;12851
Christian A. Hans;198
Shaoming Wei;18668
Ruikun Mai;13060
Lin Hu;15554
Javier Gallego;2610
Georges Kouroussis;5332
Yankun Cao;7801
Xiangdong Sun;11705
Norbahiah Misran;8940
Jonathan G. Terry;1712
Guillermo Wells Moncada;5504
Sebastiano Seatzu;8223
David Halls;18362
Marco A. Pérez Cisneros;6687
Zhiqiang Li;6531
Junhui Xiang;15238
Hisham Alwanni;14392
Milica Djuric-Jovicic;18872
S. Srinivas;6507
Xingwang Li;2179
Erina Ferro;11377
Alaa Hijazi;8072
G. D. Marques;13696
Se-Song Kim;13653
Tuan-Vu Le;13827
Hong Yu;15689
Aránzazu Delgado;14565
Fulvio Capodici;7822
Peng Cheng 0001;2986
Ruggiero Quarto;3645
Roberta Meschini;9947
Hui Zhou;16632
Daming Wang;8531
Tobi Delbrück;4738
Chunsheng Zhu;286
Yougen Yi;8066
Blas Bogado;2727
Saeid Khosravani;1560
Vishv Malhotra;2674
Jia Tian;18418
Shengzhao Pang;11252
Wenchi Cheng;14566
Alois Knoll;10267
Samuel Verdu;10338
Jiquan Yang;18011
Lo Gorton;9745
Bo You;4502
Seok-Min Kim;14680
Hongtian Zhang;9316
José Antonio Moral-Muñoz;17822
Sun-Joon Min;17132
Luis Felipe-Sesé;16431
Ping Zhang;13185
B. R. Chen;8165
Saleh Ziaeinejad;7302
Zhenzhen Zou;13199
Andoni Lasheras;15595
Robert Koseluk;15209
Rui Song 0002;11610
Kumaravelu Narasimhan;9090
Xin Ning;19802
Javier Goicoechea Fernández;923
Hazlie Mokhlis;14787
Gang Qiao;651
David Dean;14439
Félix Gómez Mármol;4436
Jing Zhang 0015;4744
Jun Peng;18775
Filip Bauwens;11518
Lina Stankovic;5802
Chul Woo Cho;2830
Olfa Kanoun;10009
Xiyang Chen;19160
Dolores Pérez-Marín;1372
Suhaidi Hassan;2823
Zongxu Pan;10317
Yu Jiang 0001;1673
Valerie Sparkes;13904
Maria Beatriz Quinaz;6914
Remus Pusca;13984
Tian-Fu Lee;4681
Dagoberto Soto;19918
Fang Wang 0004;12507
Lyne Woodward;10077
Roberto Pacelli;6276
Mohieddine Benammar;3681
Ju-Pyo Hong;5270
Bo Yi;18912
Pan-Pan Du;7519
Galiveeti Hemakumar Reddy;6316
Ruohan Cao;6488
Yanjun Cao;18602
Ignaz Eisele;13470
Riqing Chen;16954
Biao Xia;8230
Michael P. Polis;3145
Carlos Miguel Tavares Calafate;6038
Frank Gauterin;17003
Haiyang Zhou;4958
Fahd Ahmed Khan;9487
Han-Shin Jo;17357
Seyed-Amin Hosseini-Seno;12719
Boon-Hee Soong;15302
Congo Tak-Shing Ching;10418
Gavin Rens;5071
Hongbing Lu;4314
Hojoon Kim;6425
Paola Bisaglia;16166
Arafat Mohammed Rashad Al-Dhaqm;15342
Yijie Zhou;11270
Anisul Haque;14396
Fanyu Bu;1759
Predrag Vojislav Pejovia;7355
Giancarlo Rufino;2899
Marcello Mariani;9719
Zheng Xing Wang;16187
Galina Filipuk;5992
Alessandro Fumarola;19751
Deepu Mohan;10385
Lauren D. Field;17325
Hua Wang 0002;1547
Ryan N. Rakvic;16048
Pethuru Raj Chelliah;6359
Yangyang Lv;7297
Jörg Robert;4944
Shih-Sung Lin;14125
Sanjeev Kumar Pandey;2880
Yukinori Inoue;15144
Lin Qi;15001
Sun-Ro Lee;17053
Kyu-Bok Lee;3516
Qing-Xian Jia;15154
Xuegui Song;6415
Jinqi Zhao;6087
Ridong Zhang;12079
Min Wu 0002;9722
Jie Huang;17438
Jiafu Wan;6753
Mohammad Mardaneh;3446
Rafael Berkvens;19354
Dario J. Villarreal;12563
Michele De Filippo De Grazia;16178
Hazem Hadla;12466
Enrico Carpaneto;2381
Jing Jun Soon;1336
Wenhui Que;19307
Kumaravel Sundaramoorthy;237
Qihong Chen;12124
Peng Zhao 0003;16657
Kunal Kashyap;4843
Martin Johansson;7675
Hui Hui;12036
Davide Comite;5096
Zheng You;9720
Rashid Ahmad 0005;5458
Rasha Ragheb Atallah;3161
Kunpeng He;156
Mohamad Kalil;11177
Yuichi Watarai;16680
Shaopeng Wang;1280
Frank L. Palmieri;2543
Huihong Cai;1730
Patrick Nectoux;13572
Wenbing Wang;10854
Wan-Cheng Wang;3816
Min-Chi Kao;15442
Carole Philippe;126
Enrique Costa-Montenegro;2276
Rebecca E. Fisher;12824
Chaejeong Heo;620
Ali Albattat;18319
Olaf Deppe;15707
Suman Ghosh;14786
Chih-Wei Chang;7686
Alexander Yarovoy;6104
Héctor A. Young;1653
Mohammed S. BenSaleh;2909
Hafiz Syed Muhammad Bilal;16259
Soujanya M. L.;9639
Chenzhong Bin;8602
Johan Bertrand;9870
Dino Sejdinovic;6776
Augusto Nascetti;9273
Sofiane Ahmed Ali;13453
Heba H. Abbas;17665
Hirotaka Ujikawa;4800
Jung-Ik Ha;12902
Qinghua Guo;16350
Chang Ha Lee;18382
Yung-Da Chiu;10296
Hongmin Zhong;2780
Taku Senoo;11555
Sangoh Park;19495
Fu-Feng Lee;7935
Yeon-Kug Moon;19763
Ing-Tsung Hsiao;6705
Angel Palomares-Caballero;12798
Øivind Kåre Kjerstad;350
Zhengxiong Liu;14264
Dan Yang;8654
Johan Östman;5160
Xi&apos;an Wang;17463
James Irvine;8464
He Li 0005;9275
Hejiao Huang;2419
Francesco Guido;174
Prakash Vedula;5076
Adel Merdassi;1527
Emilio Lorenzani;13018
Muhammad Bilal Amin;2742
Katherine A. Kim;2314
Yong Liu;2568
Maxim A. Dulebenets;18604
Gang Ou;8965
Francesca De Filippi;9767
Beat Birkhofer;2938
Mushtaq Ahmad;6911
Roberto Leidhold;16067
Haitao Zhao 0002;14666
Shaohui Foong;13128
Gang Qiao;6559
Antonella Tajani;3998
Chuan-Zhen Hu;3845
Yongcai Wang;16621
Fei Xiao;8987
Kai Chen 0014;15580
Pasi Peltoniemi;4221
Ye Chow Kuang;476
Pang-Jung Liu;15121
Mugeon Kim;3324
Antonio B. Martínez;6817
Yesenia Hernández Velázquez;19010
Ying An;913
Kenichi Ohara;14124
Timmy Gambin;3876
Igor Skrjanc;17966
Jiajie Duan;4705
A. K. Gupta;7958
Zheng Xu 0001;6278
Nabil Ali Alrajeh;6975
Wei Chen 0028;13623
Jian Andrew Zhang;6187
Yu Xiao;18306
Linyun Huang;915
Hiroshi Nakajima;16724
Ioannis E. Livieris;1014
Georgios Giannopoulos;9884
Venkadesh Raman;406
Han-Chien Liu;19350
Yuxuan Gao;15271
Yann Qi Chen;1972
Michel R. Miyazaki;1126
Alfredo D&apos;Elia;656
Rafael de Jesús Navas-Gonzalez;13245
Jonathan G. Terry;15008
Dragan Indjin;217
Mengfan Wang;310
Denton Bobeldyk;17171
Naim L. Braha;17720
Yuanyuan Zhu;1773
Qilu Ding;9029
Antonio Frangioni;11711
Ji-Yoon Yoo;17075
Ana C. Tarazona;12107
Guofan Wu;13304
Michel Roux;1455
Abir Jaafar Hussain;4572
Ismail M. Keshta;3959
Jyri Kivimaki;5356
Xinlong Zhang;8202
Lipo Wang;11415
Roberto Giral;10010
Ke Lai;4323
Martí Salvador;7229
King-Teh Lee;9216
Deren Li;10600
Yichuan Dai;13167
Jian Yang 0009;7210
Hai Zhang;906
Ali Kashif Bashir;17210
Miguel González-Mendoza;1483
Yu Zou;9705
Y. Ren;18527
Maripina De Palo;17930
Elisabeth de Carvalho;3877
Zhongbao Wei;19564
Víctor Miñambres-Marcos;10349
Jozef Ritonja;14846
Manjesh Kumar Hanawal;16240
Ioannis Sotiriou;606
Xuesong Yang;44
M. José Jiménez;14616
Khushnoor Khan;14393
Francisco Javier Fuentes Sánchez;2219
Marcio D. B. Gomes;792
Baotong Chen;15228
Chuanming Zhu;3820
Nicolas Sacre;6639
Xinchang Zhang;18373
Carlos Balaguer;3204
Michele Massaro;4647
Zhengguang Guo;13309
Zahra Nasiri-Gheidari;17605
John Suckling;18084
Wei Xin;14130
Jun Kyun Choi;3838
Takeshi Takaki;11172
Jianquan Yao;8473
Rosziati Ibrahim;971
Dennis Holzinger;941
Jorge Yunta;17367
Zihua Yang;1797
Jinpeng Yu;18265
Jayadeep Pati;8958
Pedro Hernández;15556
Jianzhong Liu;5283
Alfredo Ursua;12640
Subhan Ullah;4660
Harit Pandya;13110
Yue-ming Gao;3915
Zhaohui Yang;7768
S. Yu. Lukashchuk;6668
Mingliang Gao;9386
Carla B. Zoltowski;9973
Pragasen Pillay;2166
Amita Bhagat;14271
Lingqiu Zeng;615
Felipe Sass;14050
Annadil Alinani;3860
Sergey Andreev 0001;13051
Qiang Pan;956
Qi Bing;7071
Hyunchul Kang;18780
Yiliang Liu;3161
Manuela González;5310
Apostolos Traganitis;4852
Enrico Marchetti;13781
Cheng-Hui Li;5269
Hsin-Hsein Chen;10262
Angel Monge;9836
Dong Xia;10226
Feng Jiang 0001;19340
Stephan Sylvest Keller;17826
Daoxiong Gong;14267
Ouyang Wu;15930
Hua Zhang;11625
Hyun-Kyo Jung;9224
Chaobo Zhang;19588
Lu Qu;11824
Yifang Liu;12233
Sinjini Mitra;13291
Qiangqiang Liu;591
Tingting Zheng;9891
Hieu Minh Trinh;13961
Yifeng Zheng;13338
Hyung Joon Cha;1869
Paul Smith;5121
Juan Du 0004;9094
Jahangir Alam;16918
Muhammad Shoaib Almas;11004
Ahmad Khairi Abdul Wahab;14052
Jung-Chieh Chen;13936
Seungyeop Choi;6614
Keon Myung Lee;16800
Heekang Kim;14452
Shaker H. Ali El-Sappagh;902
Ines Delfino;838
Palanisamy Kaliannan;1482
Babak Parkhideh;13790
Youwu He;3913
Adrian F. Clark;6835
Chan-Hun Yu;1248
Joon Ha Jung;2274
Antonio Cuadra Sánchez;4127
Chenguang He;13504
Mayank Vatsa;2971
Elodie Boisselier;1009
Zhihuan Song;8812
Paul Anthony Haigh;12068
Haryong Song;9491
Ilda de Fátima F. Tinôco;6876
David Dubuc;16081
Jonah N. Gollub;13994
Bochao Zhao;14357
Vishwanath Pooneeth;10236
Yilmaz Sozer;19286
Tri Minh Nguyen;12886
Janko Petrovcic;2661
Jamal Atman;3149
Jongsun Park 0001;14834
Khalfalla Awedat;5156
Fowotade Sulayman Akanbi;5474
Sung In Cho;6400
Hieu Cong Nguyen;16138
Xinqiang Wang;3102
Kurt Heil;4796
Hongbiao Zhu;2543
Mohamed K. Metwaly;444
Lizhong Zheng;16504
Ye Chang;11594
Yong Wang 0008;10229
Cohen Yehuda;8304
Anita Bai;2265
Lei Zhang 0038;12379
Anh Dinh;14295
Zhibin Yu 0001;19238
Saif Ur Rehman Malik;18957
Peng Wang 0017;17120
Aitor Vazquez;18974
Daniel Ruprecht;6053
Thean-Hock Tang;13345
Ayush Dogra;1739
Junwen Ding;3377
T. Aleroev;7711
Mohamed Z. Youssef;10978
Zhile Yang;5969
Zijia Wang;10179
Carmina Santonja Moltó;19700
Guang Hua;9536
Maurizio Busetto;3574
Carsten Müller;4163
Enrique Cabrera;7603
Lidia Fuentes;16280
Tomás Svoboda;13419
Shuo Lin;1672
Jeong-Woo Choi;14137
Long Chen 0001;1257
Srinivasan Balapangu;15513
Zhongbo Sun;2698
Kaushik Basu;17292
Zhipeng Tang;17760
Baoping Jiang;447
Luca Zarri;13874
Almaskhan Baimyshev;16221
Hui Xu;12407
Maria Molodova;11269
Ji-Ping Xu;13516
Li Chen 0015;19456
Jae Won Bang;11753
Sumin D. Joseph;7960
Pingxin Yu;14308
Lee Empringham;4566
Edmundo Guerra;5993
Murat Uysal;8270
Feng Xue;5581
Rajat Koner;14288
Pietro Malara;15579
Muhammad Aslam;19424
Won Suk Jung;11349
Sven Voigt;10136
Ruggiero Quarto;13123
Peter Ling;7323
Ralph Eckstein;8399
Qishan Li;6841
Pietro Malara;3222
Sang Hun Shin;3671
Srinivasan Ramakrishnan;7944
Shuangnian Hu;19378
Dongsheng Yang;12316
Hélio Leães Hey;1955
Sergio Domingo;8102
Aimad El Issaoui;2823
Majid Rezayi;14274
Antonio Jesús Guerra Fernández;19876
Jarred Fastier-Wooller;7422
Alex Page;804
Arindam Dutta;9964
Long Hu;2877
Juan J. Aciego;4389
Graham J. Gaskin;19852
Linxiao Yang;934
Francesco De Pellegrini;4483
Charles Pinto;19095
Yuhua Jiang;11176
You Peng;14280
Hemant Kumar Dashora;16534
José Luis Lázaro;10798
Hwasoo Seok;10466
Patrice Monkam;15214
Youbo Liu;10775
Qiaoling Tong;5142
Zhihuan Song;19265
Huizilopoztli Luna-García;9309
Shouxiang Li;18989
Joachim Hermsdörfer;18482
Simone Benetto;1229
Ricardo Dalacort;18
Dante Kalise;16874
Estrella F. G. Rodríguez;7378
Yifeng Zheng;1564
Peng Lin 0003;17739
Miki Haseyama;5251
Matheus T. Kuska;13099
Dengpeng Xing;5043
Bingquan Chu;2860
Aoi Son;932
Shuaihua Ma;6293
Yuhua Cheng;5660
Xingguang Wei;10622
Taeyong Sim;16875
Hai-Dong Yang;2728
Ranchao Wu;2069
Chang-sheng Zhu;16447
Gerardo Soria García;19564
Masaru Mizoguchi;13708
Sebastian Topczewski;14550
Jun-Hyuk Im;19028
Mario Ramirez-Neria;7649
Sarah Chiti;229
Paolo Barsocchi;18315
Hu Jin;1072
Haitao Yuan;3851
Qibin Liu;1411
José Carlos Palomares Salas;373
Christine Fernandez-Maloigne;2427
Xiaoyi Guo;9015
Wenhua Wu;17681
Sylvain Girard;2569
Ilian A. Bonev;14974
Zahid Pervaiz;15279
Prakash Kumar Sahu;15673
Claudinor Bitencourt Nascimento;18052
Youngdo Jung;4166
Mario R. Casu;10483
Chenghui Zhang;6330
George Miskos;12024
Carlo Camerlingo;18679
Mana Yazdani;3365
Ershen Wang;3116
Weizhong Dai;5276
Maurits de Planque;11975
Tao Zhang 0006;1473
Jiang Yu;1866
Patrick Sandoz;14494
Zhongliang Wei;1780
Marek Stencel;4691
Kerileng M. Molapo;10448
Kai-Alexander Saalbach;3016
Yankui Sun;19027
Yan Sun;18587
Sergio Luiz Stevan Jr.;17613
Xiao Chen 0005;3793
Yang Qin;6135
Mohammed Basheri;363
Amar Aggoun;19080
Brunilde Sansò;2753
Abdullah Alomari;244
Yuanshi Zheng;16868
Oh-Jin Kwon;3510
Pawel Zielinski 0001;2991
Ahmad Sobri Muda;13912
George Mavrotas;14889
Mohd Shabiul Islam;7549
Guanlin Si;5375
Qingshan Feng;7383
Yan Li;556
Mads V. Bram;17099
Hany A. Hamed;12769
Shanshan Zhao;3611
Shuo Cheng;12279
Siddharth Singh Chouhan;6608
Renato Carlson;18432
Sangyoon Lee;17482
Lin Hu;1907
Liqun Chen;15613
Gaber Magdy;18170
Wei Wang;8947
Chien-Sheng Liu;13479
Lizhi Liu;15853
Karim Keshavjee;1410
Hao Wang;13533
Burabiye Yakup;16086
Xingliang Jiang;13631
Alison L. Griffiths;11522
Chun-Jen Chung;11882
Muhammad Al-Qurishi;4309
Luigi Mandrich;18016
Peng Han;11827
Micaela Troglia Gamba;552
Wajid Aziz;11634
Michele Manunta;13700
Francisco Javier Meca;15179
Yadong Wang;13909
Johann W. Kolar;3066
Wenyan Bai;11090
Liang Li 0004;14241
Lex van Velsen;11528
Gang-Wook Shin;13394
Antonio Pescapè;16256
Wenbin Cai;19258
Pan Yu;12428
Nupur Saxena;6228
Jianqing Liu;17519
Rosario Domingo;10378
Edinson Franco;7469
Majed Albraithen;4603
Maryam Amiri;11601
Beenish M. Chaudhry;2255
Mengmeng Cheng;12564
Marco Moretti;10769
Jacob Lamb;19579
Olga S. Dudina;8279
Hamideh Afsarmanesh;9269
Miguel Angel Sánchez Urán;17959
Guilin Huang;17444
Zhenni Li;15868
Paul Carter;13953
Byung-Kwon Kim;6382
Se-woon Choe;8491
Antoine B. Bagula;18398
Jiatong Bao;6883
Kai Yu;9978
Dae-Chul Kim;4857
Ali Ahmadinia;5278
Pengpeng Zhao;13361
Barbaros Celikkol;16523
Roberto Aceiton;2480
Liang Cheng 0003;16478
Vijay P. Singh;9829
Tyler J. Formica;15078
Vanga Odelu;14465
ByoungChul Ko;9818
Shuifeng Yan;4970
Jinyong Cheon;12145
Ángel Jesús Molina-Viedma;16902
Vincent Léchappé;13305
Hyeok Jang;15976
Yuichiro Fujimoto;9906
Pierre T. Kabamba;11654
Simona Tecco;12368
Jun Liu 0026;9393
Dun Wang;18547
Chao Liu 0011;6804
José M. Alcalá;18027
Francisco Javier Díaz Pernas;13051
