:START_ID(Author)	corresponding_author	:END_ID(Article)
Peixia Wang	No	2338
Youyuan Ni	No	2338
JinPing Wang	No	2338
Lei Wang	No	2338
Yuming Liao	No	2338
Weidong Jiang	Yes	2339
Lei Wang	No	2339
JinPing Wang	No	2339
Xuewei Zhang	No	2339
Peixia Wang	No	2339
Wei Jiang 0011	Yes	2340
Shuai Xue	No	2340
Lizong Zhang	No	2340
Wei Xu	No	2340
Kailiang Yu	No	2340
Wu Chen	No	2340
Lei Zhang	No	2340
Yanwei Jiang	Yes	2341
Bo Zhang 0011	No	2341
Zhihong Jiang	Yes	2342
Weigang Zhou	No	2342
Hui Li	No	2342
Yang Mo	No	2342
Wencheng Ni	No	2342
Qiang Huang	No	2342
Xinggang Jiang	Yes	2343
Xiangyu Zhang	No	2343
Xianbin Zhu	No	2343
He Sui	No	2343
Deyuan Zhang	No	2343
Nan Jin	Yes	2344
Shiyang Hu	No	2344
Chun Gan	No	2344
Zhibin Ling	No	2344
Lebing Jin	Yes	2345
Staffan Norrga	No	2345
Oskar Wallmark	No	2345
Nikolaos Apostolopoulos	No	2345
Shanshan Jin	Yes	2346
Donglai Zhang	No	2346
Chao Wang	No	2346
Yu Gu 0011	No	2346
Anish Jindal	Yes	2347
Mukesh Singh	No	2347
Neeraj Kumar 0001	No	2347
Hyun-Woo Jun	Yes	2348
Jong-Wook Lee	No	2348
Gil-Ho Yoon	No	2348
Ju Lee	No	2348
Solmaz Kahourzade	Yes	2349
Nesimi Ertugrul	No	2349
Wen L. Soong	No	2349
Piyush L. Kamani	Yes	2350
Mahmadasraf A. Mulla	No	2350
Mohamed S. Kandil	Yes	2351
Maxime R. Dubois	No	2351
Loicq S. Bakay	No	2351
João Pedro F. Trovao	No	2351
Hyemin Kang	Yes	2352
Honnyong Cha	No	2352
Chang Mook Kang	Yes	2353
Seung-Hi Lee	No	2353
Chung Choo Chung	No	2353
Jiheon Kang	Yes	2354
Youn-Jong Park	No	2354
Jaeho Lee	No	2354
Soo-Hyun Wang	No	2354
Doo Seop Eom	No	2354
Parag Kanjiya	Yes	2355
Vinod Khadkikar	No	2355
Mohamed Shawky El Moursi	No	2355
V. Karthikeyan	Yes	2356
Rajesh Gupta 0002	No	2356
Fan Ke	Yes	2357
Zhijun Li	No	2357
Chenguang Yang	No	2357
Anouer Kebir	Yes	2358
Lyne Woodward	No	2358
Ouassima Akhrif	No	2358
Ali Khalajmehrabadi	Yes	2359
Nikolaos Gatsis	No	2359
David Akopian	No	2359
Ahmad F. Taha	No	2359
Hosein Khalilian	Yes	2360
Hosein Farzanehfard	No	2360
Ehsan Adib	No	2360
Morteza Esteki	No	2360
Ashraf Ali Khan	Yes	2361
Honnyong Cha	No	2361
Ashraf Ali Khan	Yes	2362
Honnyong Cha	No	2362
Hafiz Furqan Ahmed	No	2362
Ishtiaq Rasool Khan	Yes	2363
Susanto Rahardja	No	2363
Muhammad Murtaza Khan	No	2363
Muhammad Mobeen Movania	No	2363
Fidaa Abed	No	2363
Mohammad Hassan Khooban	Yes	2364
Ramin Rahimzadeh Khorasani	Yes	2365
Ehsan Adib	No	2365
Hosein Farzanehfard	No	2365
Saeid Khosravani	Yes	2366
Milad Jalali	No	2366
Amir Khajepour	No	2366
Alireza Kasaiezadeh	No	2366
Shih-Ken Chen	No	2366
Bakhtiar Litkouhi	No	2366
Joonyoung Kim	Yes	2367
Yunki Kim	Yes	2368
Jong-woo An	No	2368
Jangmyung Lee	No	2368
Sang-Yun Kim	Yes	2369
SungHun Cho	No	2369
YoungGun Pu	No	2369
Sang-Sun Yoo	No	2369
Minjae Lee	No	2369
Keum-Cheol Hwang	No	2369
Youngoo Yang	No	2369
Kang-Yoon Lee	No	2369
Jae-Hoon Kim 0006	Yes	2370
Rae-Young Kim	No	2370
Min-Woo Kim	Yes	2371
Ji H. Kim	No	2371
Yeonje Cho	No	2371
Minsik Kim	No	2371
Bo H. Choi	No	2371
Kwyro Lee	No	2371
Joungho Kim	No	2371
Gyu-Hyeong Cho	No	2371
Chun T. Rim	No	2371
Jun-Seok Kim	Yes	2372
Jung-Min Kwon	No	2372
Bong-Hwan Kwon	No	2372
Kwang-Seop Kim	Yes	2373
Jung-Min Kwon	No	2373
Bong-Hwan Kwon	No	2373
Uikyum Kim	Yes	2374
Yong Bum Kim	No	2374
Dong-Yeop Seok	No	2374
JinHo So	No	2374
Hyouk Ryeol Choi	No	2374
Uikyum Kim	Yes	2375
Yong Bum Kim	No	2375
JinHo So	No	2375
Dong-Yeop Seok	No	2375
Hyouk Ryeol Choi	No	2375
Hyosin Kim	Yes	2376
Jin S. Lee	No	2376
Minsung Kim	No	2376
Wooyoung Kim	Yes	2377
Jihoon Song	No	2377
Frank C. Park	No	2377
Jin-Guk Kim	Yes	2378
Guo Wei	No	2378
Man-Ho Kim	No	2378
Ju-Yong Jong	No	2378
Chunbo Zhu	No	2378
Seok-Min Kim	Yes	2379
In Jung Won	No	2379
Juyong Kim	No	2379
Kyo-Beum Lee	No	2379
Mohammad Kimiabeigi	Yes	2380
Richard Sheridan	No	2380
James D. Widmer	No	2380
Allan Walton	No	2380
Matthew Farr	No	2380
Ben Scholes	No	2380
I. Rex Harris	No	2380
Jesper Knudsen	Yes	2381
Jan Dimon Bendtsen	No	2381
Palle Andersen	No	2381
Kjeld Madsen	No	2381
Claes Sterregaard	No	2381
Kenta Koiwa	Yes	2382
Kang-Zhi Liu	No	2382
Junji Tamura	No	2382
Hossein Madadi Kojabadi	Yes	2383
Hossein Fathi Kivi	No	2383
Frede Blaabjerg	No	2383
Suneel Kumar Kommuri	Yes	2384
Jagat Jyoti Rath	No	2384
Kalyana Chakravarthy Veluvolu	No	2384
Hasan Komurcugil	Yes	2385
Sertac Bayhan	No	2385
Farzaneh Bagheri	No	2385
Osman Kukrer	No	2385
Haitham Abu-Rub	No	2385
Georgios Konstantinou	Yes	2386
Gabriel J. Capella	No	2386
Josep Pou	No	2386
Salvador Ceballos	No	2386
Michal Kopec	Yes	2387
Robert Olbrycht	No	2387
Piotr Gamorski	No	2387
Marcin Kaluza	No	2387
Jussi Koppinen	Yes	2388
Jarno Kukkola	No	2388
Marko Hinkkanen	No	2388
Michal Krátký	Yes	2389
Stanislav Misák	No	2389
Petr Gajdos	No	2389
Petr Lukas	No	2389
Radim Baca	No	2389
Peter Chovanec	No	2389
Markus Kuhne	Yes	2390
Roberto Garcia-Rochin	No	2390
Raul Santiesteban-Cos	No	2390
Guillermo J. Rubio-Astorga	No	2390
Angelika Peer	No	2390
Yerraguntla Shasi Kumar	Yes	2391
Gautam Poddar	No	2391
Chandan Kumar	Yes	2392
Rongwu Zhu	No	2392
Giampaolo Buticchi	No	2392
Marco Liserre	No	2392
Owon Kwon	Yes	2393
Jung-Min Kwon	No	2393
Bong-Hwan Kwon	No	2393
Owon Kwon	Yes	2394
Jun-Seok Kim	No	2394
Jung-Min Kwon	No	2394
Bong-Hwan Kwon	No	2394
J. Rafael Lajara	Yes	2395
Juan José Pérez Solano	No	2395
José Pelegrí-Sebastiá	No	2395
M. Lakshmi	Yes	2396
S. Hemamalini	No	2396
Mickaël Lallart	Yes	2397
Luong-Viêt Phung	No	2397
Bertrand Massot	No	2397
Jacob Lamb	Yes	2398
Behrooz Mirafzal	No	2398
Frede Blaabjerg	No	2398
Jorge Lara	Yes	2399
Ambrish Chandra	No	2399
Joseph Latham	Yes	2400
Michael L. McIntyre	No	2400
Mohammad Mohebbi	No	2400
Dong-Soo Lee	Yes	2401
SungHun Cho	No	2401
Hocheol Ryu	No	2401
YoungGun Pu	No	2401
Sang-Sun Yoo	No	2401
Minjae Lee	No	2401
Keum-Cheol Hwang	No	2401
Youngoo Yang	No	2401
Kang-Yoon Lee	No	2401
Sin-Woo Lee	Yes	2402
Hyun-Lark Do	No	2402
Sin-Woo Lee	Yes	2403
Hyun-Lark Do	No	2403
Kuan-Ting Lee	Yes	2404
Min-Jhen Dai	No	2404
Chiung-Cheng Chuang	No	2404
Tsong-Shing Lee	Yes	2405
Shyh-Jier Huang	No	2405
Kuan-Chieh Huang	No	2405
Pang-Jen Chiang	No	2405
Sang-Deok Lee	Yes	2406
Seul Jung	No	2406
Hakjun Lee	Yes	2407
Suwon Kang	No	2407
Soohee Han	No	2407
Youngwoo Lee	Yes	2408
Seung-Hi Lee	No	2408
Chung Choo Chung	No	2408
Sang-Won Lee 0003	Yes	2409
Kyung-Min Lee	No	2409
Yoon-Geol Choi	No	2409
Bongkoo Kang	No	2409
Jehong Lee	Yes	2410
Jeonggeun Lim	No	2410
Jongho Lee	No	2410
Heekwang Lee	Yes	2411
Kwanghee Nam	No	2411
Wonseo Lee	Yes	2412
Jaekwang Nam	No	2412
Jongyul Kim	No	2412
Eunsoo Jung	No	2412
Gunhee Jang	No	2412
Sze Sing Lee	Yes	2413
Michail Sidorov	No	2413
Nik Rumzi Nik Idris	No	2413
Yeh En Heng	No	2413
Jin Hwan Lee	Yes	2414
Jun-Young Song	No	2414
Dae-Woo Kim	No	2414
Jong-Wook Kim	No	2414
Yong-Jae Kim	No	2414
Sang-Yong Jung	No	2414
June-Seok Lee	Yes	2415
Hyun-Woo Sim	No	2415
Juyong Kim	No	2415
Kyo-Beum Lee	No	2415
John Leis	Yes	2416
David Buttsworth	No	2416
Saku Levikari	Yes	2417
Tommi Kärkkäinen	No	2417
Caroline Andersson	No	2417
Juha Tamminen	No	2417
Pertti Silventoinen	No	2417
Xiang Li 0015	Yes	2418
Wei Xu 0006	No	2418
Caiyong Ye	No	2418
Ion Boldea	No	2418
Xiaojun Li 0002	Yes	2419
Bahareh Anvari	No	2419
Alan Palazzolo	No	2419
Zhiyang Wang	No	2419
Hamid A. Toliyat	No	2419
Yingjie Li 0007	Yes	2420
Dheeraj Bobba	No	2420
Bulent Sarlioglu	No	2420
Wenlong Li	Yes	2421
K. T. Chau	No	2421
T. W. Ching	No	2421
Chunhua Liu	No	2421
Jinna Li	Yes	2422
Tianyou Chai	No	2422
Frank L. Lewis	No	2422
Jialu Fan	No	2422
Zhengtao Ding	No	2422
Jinliang Ding	No	2422
Yang Li 0029	Yes	2423
Rongxin Cui	No	2423
Zhijun Li	No	2423
Demin Xu	No	2423
Yan Li 0023	Yes	2424
Hao Fang 0001	No	2424
Jie Chen 0003	No	2424
Chengpu Yu	No	2424
Xiaoqiang Li	Yes	2425
Jingyang Fang	No	2425
Pengfeng Lin	No	2425
Yi Tang 0005	No	2425
Nan Li 0012	Yes	2426
Feng Gao 0008	No	2426
Tianqu Hao	No	2426
Zhan Ma	No	2426
Chenghui Zhang	No	2426
Zhijun Li	Yes	2427
Bo Huang 0009	No	2427
Zhifeng Ye	No	2427
Mingdi Deng	No	2427
Chenguang Yang	No	2427
Junpeng Li	Yes	2428
Changchun Hua	No	2428
Yana Yang	No	2428
Xinping Guan	No	2428
Jianping Li	Yes	2429
Hu Huang 0003	No	2429
Hongwei Zhao	No	2429
Chao Li 0017	Yes	2430
Cong Li	No	2430
Zheng Chen 0004	No	2430
Bin Yao 0001	No	2430
Dan-Yong Li	Yes	2431
Peng Li 0007	No	2431
Wenchuan Cai	No	2431
Yong-Duan Song	No	2431
Houjin Chen	No	2431
Sinan Li	Yes	2432
Albert T. L. Lee	No	2432
Siew-Chong Tan	No	2432
S. Y. Ron Hui	No	2432
Chuanyue Li	Yes	2433
Jun Liang	No	2433
Sheng Wang	No	2433
Long Li 0003	Yes	2434
Haixia Liu	No	2434
Huiying Zhang	No	2434
Weiming Xue	No	2434
Heng Li 0005	Yes	2435
Jun Peng 0001	No	2435
Jianping He	No	2435
Zhiwu Huang	No	2435
Jianping Pan 0001	No	2435
Jing Wang 0005	No	2435
Zhi Li 0039	Yes	2436
Jinjun Shan	No	2436
Ulrich Gabbert	No	2436
Weili Li	Yes	2437
Purui Wang	No	2437
Dong Li	No	2437
Xiaochen Zhang 0001	No	2437
Junci Cao	No	2437
Jinyang Li 0003	No	2437
Kaiyuan Li	Yes	2438
Feng Wei	No	2438
King-Jet Tseng	No	2438
Boon-Hee Soong	No	2438
Shouxiang Li	Yes	2439
Kang Xiangli	No	2439
Keyue Ma Smedley	No	2439
Xin Li	Yes	2440
Daqi Zhu	No	2440
Baoquan Li	Yes	2441
Xuebo Zhang	No	2441
Yongchun Fang	No	2441
Wuxi Shi	No	2441
Wenqing Li	Yes	2442
Chunhui Zhao	No	2442
Furong Gao	No	2442
Xiao Liang 0010	Yes	2443
Yongchun Fang	No	2443
Ning Sun 0002	No	2443
He Lin	No	2443
Yanping Liang	Yes	2444
Lianlian Gao	No	2444
Cangxue Li	No	2444
Yong-lu Hu	No	2444
Zipeng Liang	Yes	2445
Sideng Hu	No	2445
Huan Yang 0002	No	2445
Xiangning He	No	2445
Weihua Liang	Yes	2446
Yushan Liu	No	2446
Baoming Ge	No	2446
Haitham Abu-Rub	No	2446
Robert S. Balog	No	2446
Yaosuo Xue	No	2446
Wenyu Liang	Yes	2447
Jun Ma 0008	No	2447
Kok Kiong Tan	No	2447
Yuxin Liao	Yes	2448
Huifeng Li	No	2448
Weimin Bao	No	2448
Dong-Kuk Lim	Yes	2449
Sang-Yong Jung	No	2449
Kyung-Pyo Yi	No	2449
Hyun-Kyo Jung	No	2449
Jaemyung Lim	Yes	2450
Byunghun Lee	No	2450
Maysam Ghovanloo	No	2450
Feng Lin 0005	Yes	2451
Xinfan Lin	Yes	2452
Chih-Lung Lin	Yes	2453
Po-Chun Lai	No	2453
Po-Cheng Lai	No	2453
Ting-Ching Chu	No	2453
Chia-Lun Lee	No	2453
Faa-Jeng Lin	Yes	2454
Ying-Tsen Liu	No	2454
Wei-An Yu	No	2454
Hongjian Lin	Yes	2455
Zeliang Shu	No	2455
Xiaoqiong He	No	2455
Ming Liu	No	2455
Xiang Lin	Yes	2456
Faqiang Wang	No	2456
Xu Lin	Yes	2457
Kaishun Xiahou	No	2457
Yang Liu 0076	No	2457
Q. H. Wu	No	2457
Fu Lin	Yes	2458
Shuguang Zuo	No	2458
Wenzhe Deng	No	2458
Shuanglong Wu	No	2458
Zhijian Ling	Yes	2459
Jinghua Ji	No	2459
Jiabin Wang	No	2459
Wenxiang Zhao	No	2459
Rui Ling	Yes	2460
Zhihui Shu	No	2460
Qing Hu	No	2460
Yong-Duan Song	No	2460
Yiqi Liu	Yes	2461
Bin Liu 0025	No	2461
Xiujie Zhao	No	2461
Min Xie 0001	No	2461
Yushan Liu	Yes	2462
Haitham Abu-Rub	No	2462
Yaosuo Xue	No	2462
Fei Tao	No	2462
Weiqun Liu	Yes	2463
Adrien Badel	No	2463
Fabien Formosa	No	2463
Qiao Zhu	No	2463
Caiyou Zhao	No	2463
Guang-Di Hu	No	2463
Junwei Liu	Yes	2464
Ka Wing Chan	No	2464
Chi Yung Chung	No	2464
Nelson Hon Lung Chan	No	2464
Ming Liu	No	2464
Wenzheng Xu	No	2464
Peng Liu 0021	Yes	2465
Changsong Chen	No	2465
Shanxu Duan	No	2465
Li Jin	No	2465
Wenjie Zhu	No	2465
Nian Liu	Yes	2466
Minyang Cheng	No	2466
Xinghuo Yu	No	2466
Jiangxia Zhong	No	2466
Jinyong Lei	No	2466
Peng Liu 0021	Yes	2467
Shanxu Duan	No	2467
Chuan Yao	No	2467
Changsong Chen	No	2467
Dong Liu 0006	Yes	2468
Fujin Deng	No	2468
Qi Zhang	No	2468
Zhe Chen 0007	No	2468
Tao Liu	Yes	2469
Pedro García	No	2469
Yueling Chen	No	2469
Xuhui Ren	No	2469
Pedro Albertos	No	2469
Ricardo Sanz	No	2469
Jinglin Liu	Yes	2470
Chao Gong	No	2470
Zexiu Han	No	2470
Haozheng Yu	No	2470
Bo Liu 0003	Yes	2471
Vic Grout	No	2471
Anna Nikolaeva	No	2471
Pang-Jung Liu	Yes	2472
Yu-Chi Hsu	No	2472
Shang-Ru Hsu	No	2472
Huai-Cong Liu	Yes	2473
Ju Lee	No	2473
Liang Liu 0005	Yes	2474
Jianchang Liu	No	2474
Yushan Liu	Yes	2475
Weihua Liang	No	2475
Baoming Ge	No	2475
Haitham Abu-Rub	No	2475
Ning Nie	No	2475
Junkao Liu	Yes	2476
Yingxiang Liu	No	2476
Liangliang Zhao	No	2476
Dongmei Xu	No	2476
Weishan Chen	No	2476
Jie Deng	No	2476
Kang-Zhi Liu	Yes	2477
Masao Ono	No	2477
Xin Huo	No	2477
Min Wu 0002	No	2477
Yingzhen Liu	Yes	2478
Jing Ou	No	2478
Markus Schiefer	No	2478
Patrick Breining	No	2478
Francesco Grilli	No	2478
Martin Doppelbauer	No	2478
Yi Liu 0026	Yes	2479
Liang Xi Pang	No	2479
Jing Liang 0003	No	2479
Man Kit Cheng	No	2479
Jia Jun Liang	No	2479
Jun Shu Chen	No	2479
Ying-Hoi Lai	No	2479
Iam-Keong Sou	No	2479
Xiongjun Liu	Yes	2480
Ping Song	No	2480
Cheng Yang	No	2480
Chuangbo Hao	No	2480
Wenjia Peng	No	2480
Gang Liu	Yes	2481
Dafang Wang	No	2481
Miaoran Wang	No	2481
Cheng Zhu	No	2481
Mingyu Wang	No	2481
Xin Liu	Yes	2482
Chenguo Yao	No	2482
Shibin Liang	No	2482
Junkai Wang	No	2482
Tao Liu	No	2482
Jianqiang Liu	Yes	2483
Nan Zhao 0004	No	2483
Xueshan Liu	Yes	2484
Qun Zhou	No	2484
Jianping Xu	No	2484
Yong Lei	No	2484
Peng Wang	No	2484
Yingwei Zhu	No	2484
Guohai Liu	Yes	2485
Yu Zeng	No	2485
Wenxiang Zhao	No	2485
Jinghua Ji	No	2485
Oscar Lopez-Lapena	Yes	2486
Victor M. Lopez-Martin	Yes	2487
Francisco J. Azcondo	No	2487
Alberto Pigazo	No	2487
Ali Lotfi	Yes	2488
Ali Medi	No	2488
Akihiko Katsuki	No	2488
Fujio Kurokawa	No	2488
Hiroo Sekiya	No	2488
Marian K. Kazimierczuk	No	2488
Tadashi Suetsugu	No	2488
Tzyy-Chyang Lu	Yes	2489
Shyh-Leh Chen	No	2489
Eileen Chih-Ying Yang	No	2489
Jingyi Lu	Yes	2490
Zhixing Cao	No	2490
Ridong Zhang	No	2490
Furong Gao	No	2490
Zhenyu Lu	Yes	2491
Panfeng Huang	No	2491
Zhengxiong Liu	No	2491
Weiguo Lu	Yes	2492
Shaoling Li	No	2492
Weiming Chen	No	2492
Jinghang Lu	Yes	2493
Mehdi Savaghebi	No	2493
Yajuan Guan	No	2493
Saeed Golestan	No	2493
Juan C. Vasquez	No	2493
Josep M. Guerrero	No	2493
Albert Marzàbal	No	2493
Jiadong Lu	Yes	2494
Xiaokang Zhang	No	2494
Yihua Hu	No	2494
Jinglin Liu	No	2494
Chun Gan	No	2494
Zheng Wang 0029	No	2494
Ren C. Luo	Yes	2495
Chin-Cheng Chen	No	2495
Rui Luo	Yes	2496
Yingjie He	No	2496
Jinjun Liu	No	2496
Yixiao Luo	Yes	2497
Chunhua Liu	No	2497
Haoze Luo	Yes	2498
Wuhua Li	No	2498
Francesco Iannuzzo	No	2498
Xiangning He	No	2498
Frede Blaabjerg	No	2498
Zhichao Luo	Yes	2499
Xuezhe Wei	No	2499
Biao Luo	Yes	2500
Huai-Ning Wu	No	2500
Tingwen Huang	No	2500
Cai Luo	Yes	2501
Leijian Yu	No	2501
Peng Ren 0001	No	2501
Nguyen Tan Luy	Yes	2502
Gang Lv	Yes	2503
Dihui Zeng	No	2503
Tong Zhou	No	2503
Gang Lv	Yes	2504
Tong Zhou	No	2504
Dihui Zeng	No	2504
Gang Lv	Yes	2505
Tong Zhou	No	2505
Dihui Zeng	No	2505
Zhiming Liu	No	2505
Jun Ma 0008	Yes	2506
Si-Lu Chen	No	2506
Nazir Kamaldin	No	2506
Chek-Sing Teo	No	2506
Arthur Tay	No	2506
Abdullah Al Mamun	No	2506
Kok Kiong Tan	No	2506
Yan Ma	Yes	2507
Peng Duan	No	2507
Yanshuai Sun	No	2507
Hong Chen 0003	No	2507
Bo Ma 0005	Yes	2508
Gang Lei	No	2508
Jianguo Zhu	No	2508
Youguang Guo	No	2508
Chengcheng Liu	No	2508
Guang-Tong Ma	Yes	2509
Zhitao Wang	No	2509
Kun Liu	No	2509
Hang-Yu Qian	No	2509
Chao Wang	No	2509
Hamid Mahmoudi	Yes	2510
Mohsen Aleenejad	No	2510
Reza Ahmadi	No	2510
Ruikun Mai	Yes	2511
Yang Chen 0014	No	2511
Youyuan Zhang	No	2511
Naijian Yang	No	2511
Guang-Zhong Cao	No	2511
Zhengyou He	No	2511
Ayan Mallik	Yes	2512
Alireza Khaligh	No	2512
Alessandro Malschitzky	Yes	2513
Felipe Albuquerque	No	2513
Eloi Agostini Junior	No	2513
Claudinor Bitencourt Nascimento	No	2513
Ujjal Manandhar	Yes	2514
Narsa Reddy Tummuru	No	2514
Sathish Kumar Kollimalla	No	2514
Abhisek Ukil	No	2514
Hoay Beng Gooi	No	2514
Kalpesh Chaudhari	No	2514
Lei Mao	Yes	2515
Lisa M. Jackson	No	2515
Ben Davies	No	2515
Chengxiong Mao	Yes	2516
Feng Leng	No	2516
Junlin Li	No	2516
Shuoting Zhang	No	2516
Lidong Zhang	No	2516
Ran Mo	No	2516
Dan Wang	No	2516
Jie Zeng	No	2516
Xun Chen	No	2516
Ranran An	No	2516
Yanjun Zhao	No	2516
Yuan Mao	Yes	2517
Shuangxia Niu	No	2517
Yun Yang	No	2517
Xuefei Mao	Yes	2518
Yijun Wang	No	2518
Xiangdong Liu	No	2518
Youguang Guo	No	2518
Wang Mao	Yes	2519
Xing Zhang	No	2519
Renxian Cao	No	2519
Fusheng Wang	No	2519
Tao Zhao 0004	No	2519
Linchong Xu	No	2519
Fabrizio Marignetti	Yes	2520
Giuseppe Volpe	No	2520
Seyyed Mehdi Mirimani	No	2520
Carlo Cecati	No	2520
Nathan D. Marks	Yes	2521
Wang Y. Kong	No	2521
Daniel S. Birt	No	2521
Gil D. Marques	Yes	2522
Matteo Felice Iacchetti	No	2522
Masoud Masih-Tehrani	Yes	2523
Masoud Dahmardeh	No	2523
Hirokazu Matsumoto	Yes	2524
Yojiro Shibako	No	2524
Yasuhiko Neba	No	2524
Hirokazu Matsumoto	Yes	2525
Yojiro Shibako	No	2525
Yuta Shiihara	No	2525
Ryoma Nagata	No	2525
Yasuhiko Neba	No	2525
Clement Mayet	Yes	2526
Alain Bouscayrol	No	2526
Philippe Delarue	No	2526
Eric Chattot	No	2526
Jean-Noel Verhille	No	2526
Mikel Mazuela	Yes	2527
Igor Baraia	No	2527
Alain Sanchez-Ruiz	No	2527
Ivan Echeverria	No	2527
Inigo Torre	No	2527
Inigo Atutxa	No	2527
Martin Breus Meier	Yes	2528
S. Avelino da Silva	No	2528
Alceu Andre Badin	No	2528
Eduardo Félix Ribeiro Romaneli	No	2528
Roger Gules	No	2528
Asmae El Mejdoubi	Yes	2529
Hicham Chaoui	No	2529
Jalal Sabor	No	2529
Hamid Gualous	No	2529
Fernando C. Melo	Yes	2530
Lucas S. Garcia	No	2530
Luiz C. G. Freitas	No	2530
Ernane Antônio Alves Coelho	No	2530
Valdeir José Farias	No	2530
Luiz Carlos Gomes de Freitas	No	2530
Fortino Mendoza-Mondragon	Yes	2531
Víctor Manuel Hernández Guzmán	No	2531
Juvenal Rodríguez-Reséndiz	No	2531
Tao Meng	Yes	2532
Hongqi Ben	No	2532
Yilin Song	No	2532
Chunyan Li	No	2532
Lexuan Meng	Yes	2533
Tomislav Dragicevic	No	2533
Josep M. Guerrero	No	2533
Tingting Meng	Yes	2534
Wei He 0001	No	2534
Santolo Meo	Yes	2535
Luisa Toscano	No	2535
Tedjani Mesbahi	Yes	2536
Nassim Rizoug	No	2536
Patrick Bartholomeus	No	2536
Redha Sadoun	No	2536
Fouad Khenfri	No	2536
Philippe Le Moigne	No	2536
Mohamed K. Metwaly	Yes	2537
Nagy I. Elkalashy	No	2537
Mohamed S. Zaky	No	2537
Seun Guy Min	Yes	2538
Gerd Bramerdorfer	No	2538
Bulent Sarlioglu	No	2538
Seun Guy Min	Yes	2539
Bulent Sarlioglu	No	2539
Huifang Min	Yes	2540
Shengyuan Xu	No	2540
Qian Ma	No	2540
Baoyong Zhang	No	2540
Zhengqiang Zhang	No	2540
Luis I. Minchala	Yes	2541
Youmin Zhang 0001	No	2541
Luis E. Garza-Castañón	No	2541
Paolo Minotti	Yes	2542
Stefano Dellea	No	2542
Giorgio Mussi	No	2542
Andrea Bonfanti	No	2542
Stefano Facchinetti	No	2542
Alessandro Tocchio	No	2542
Valentina Zega	No	2542
Claudia Comi	No	2542
Andrea Leonardo Lacaita	No	2542
Giacomo Langfelder	No	2542
Himanshu Misra	Yes	2543
Amit Kumar Jain	No	2543
Tatsuya Miyazaki	Yes	2544
Hirotaka Otake	No	2544
Yusuke Nakakohara	No	2544
Mamoru Tsuruya	No	2544
Ken Nakahara	No	2544
Amirhossein Moeini	Yes	2545
Hui Zhao 0004	No	2545
Shuo Wang 0003	No	2545
Iman Naziri Moghaddam	Yes	2546
Badrul H. Chowdhury	No	2546
Saeed Mohajeryami	No	2546
Moien Mohamadi	Yes	2547
Amir Rashidi	No	2547
Sayed Morteza Saghaeian Nejad	No	2547
Mohammad Ebrahimi	No	2547
Mohammad Mohammadi	Yes	2548
Javad S. Moghani	No	2548
Jafar Milimonfared	No	2548
Ataollah Mokhberdoran	Yes	2549
Dirk Van Hertem	No	2549
Nuno Silva	No	2549
Helder Leite	No	2549
Adriano Carvalho	No	2549
Roberto Fernandez Molanes	Yes	2550
Juan J. Rodríguez-Andina	No	2550
José Fariña Rodríguez	No	2550
Daniel Legrand Mon-Nzongo	Yes	2551
Paul Gistain Ipoum-Ngome	No	2551
Tao Jin	No	2551
Joseph Song-Manguelle	No	2551
Vito Giuseppe Monopoli	Yes	2552
Youngjong Ko	No	2552
Giampaolo Buticchi	No	2552
Marco Liserre	No	2552
Federico Montano	Yes	2553
Tarek Ould Bachir	No	2553
Jean-Pierre David	No	2553
Jan-Henri Montonen	Yes	2554
Niko Nevaranta	No	2554
Tuomo Lindh	No	2554
Jani Alho	No	2554
Paula Immonen	No	2554
Olli Pyrhönen	No	2554
Zahra Moradi-Shahrbabak	Yes	2555
Ahmadreza Tabesh	No	2555
Reza Moradpour	Yes	2556
Hossein Ardi	No	2556
Abdolreza Tavakoli	No	2556
Javier Morales	Yes	2557
Luis García de Vicuña	No	2557
Ramon Guzman	No	2557
Miguel Castilla	No	2557
Jaume Miret	No	2557
Javier Moriano	Yes	2558
Mario Rizo	No	2558
Emilio José Bueno	No	2558
Rocio Martin	No	2558
Francisco J. Rodriguez	No	2558
Chaoxu Mu	Yes	2559
Haibo He	No	2559
Xiaobin Mu	Yes	2560
Jiuhe Wang	No	2560
Weimin Wu	No	2560
Frede Blaabjerg	No	2560
Susovan Mukhopadhyay	Yes	2561
Dipten Maiti	No	2561
Sujit K. Biswas	No	2561
Ambarnath Banerji	No	2561
Nirmal K. Deb	No	2561
Jaekwang Nam	Yes	2562
Wonseo Lee	No	2562
Eunsoo Jung	No	2562
Gunhee Jang	No	2562
Mohammad Masoud Namazi	Yes	2563
Sayed Morteza Saghaeian Nejad	No	2563
Ahmadreza Tabesh	No	2563
Amir Rashidi	No	2563
Marco Liserre	No	2563
Parthasarathy Nayak	Yes	2564
Sumit Pramanick	No	2564
Kaushik Rajashekara	No	2564
Yousef Neyshabouri	Yes	2565
Hossein Iman-Eini	No	2565
Manh Linh Nguyen	Yes	2566
Xinkai Chen	No	2566
Fan Yang	No	2566
Minh-Khai Nguyen	Yes	2567
Truong-Duy Duong	No	2567
Young-Cheol Lim	No	2567
Yi-Gon Kim	No	2567
Hoach The Nguyen	Yes	2568
Jin-Woo Jung	No	2568
Hoach The Nguyen	Yes	2569
Jin-Woo Jung	No	2569
