:START_ID(Author)	:END_ID(Article)
Zhongliang Li	8368
Yuan Yuan Dai	18999
Bandar Alotaibi	3161
Yangjie Sun	9617
Zhuwei Qin	2122
Mengyuan Li	5700
Xiaojiang Huang	2325
Ayyalusami Vengadesh	6609
Elizabeth Edwards	8299
Yidong Lou	6377
Long Dinh Nguyen	16049
Michael Scheuermann	16321
Esther Rodríguez-Villegas	19805
Song Feng	15350
Suping Peng	9707
Jordan B. Long	13481
Yaser Norouzzadeh Ravari	10389
Michaela Bunke	161
Yanshuai Sun	16908
Yanyu Sun	18965
David Berend	16757
Yingbin Li	6637
Markus Kuhne	12424
Hongchen Liu	2643
Jorge Alberto Soria-Alcaraz	5500
Chisheng Wang	15968
David Massimo	1386
Alejandro Pozo	7950
Yong He 0001	2287
Tharek Abdul Rahman	4480
Cheol Jeong	14345
M. Meyyappan	6796
Zhihao Yang	3680
Qing Chen	7757
Jiang Chang	9627
Eman Hableel	3507
Frederick Lenz	10688
Tom Osborne	15414
William Klieber	16045
Fan Cheng	18782
Kenji Kono	10782
Sung Kyu Lim	9647
Minghong Yang	14599
Basem Aljoumani	5151
J. Anitha	545
Ammar Kouki	6358
Yanjun Tian	16385
Hyunchul Kang	11742
Linbang Shen	7788
Eduardo Licéaga-Castro	10030
Seokki Jeong	6210
Sándor Szedmák	11527
Aishling Dunne	4771
Samuel Pardo	11109
Yimao Cai	11703
Roland Hostettler	4037
Paula Jimena Ramos Giraldo	983
Torbjørn Høivik	10419
Oussama Ahmia	2434
Francisco J. Arregui	8800
Kwang-Seong Choi	7473
Hyoung Joon Kim	8484
Daniela Giorgi	1113
Bruno Figueira	9076
Ali S. Sadri	12633
Haiying Shen	5278
Dong Ku Kim	14816
Yonggang Lu	10479
Gerd Vandersteen	13291
Shiyao Wei	18060
Mohamed Jmaiel	9831
Tara Capel	459
Eoin O&apos;Connell	1445
Antonios Kaniadakis	4317
Charalambos Poullis	8049
Qingan Jiang	18417
Ioannis Agrafiotis	5122
Geng-Jie Yang	4031
Lara Orlandic	11470
Mohd Haizal Jamaluddin	642
Daniela Elena Popescu	17108
Mian Imtiaz Ul Haq	7651
Geng Zhang	15192
Erik Schaffernicht	4698
Julio Illade-Quinteiro	12382
Zhen Qin	6526
Mukesh Kumar Rohil	783
Viktor Valouch	295
Amita Bhagat	7359
Christopher Schroers	14555
Lukas Netz	1994
Rajinikanth Pandurangan	19598
Paavo Alku	5413
Richard Rhodes	19920
Christoph Reich	4120
Ivan Ruiz-Rube	8192
Jostein Thorstensen	19308
Huaping Xu	7735
Ryan D. L. Engle	7739
Y. Jay Guo	16783
Xuefeng Fan	17076
Jaesoo Yoo	8879
Neelamadhav Gantayat	11920
Daniel Burgstaller	17004
Antonio González 0001	5412
Wu Luo	12214
Weimin Zhang	7136
Xindu Chen	13272
Lijun Yang	14139
Fakhar Ullah Mangla	11727
Malik Ali Judge	13151
Ulrich Muller	15277
Dongsen Ye	16199
Amir Ramezani Dooraki	19064
Daisuke Anzai	2957
Johnathan Charles Flowers	3442
Zhiqiang Zhou	14117
Ye-yang Pan	15079
Leandro Marín	4705
Nutnaree Kleawsirikul	19364
Karthik Yadav Mudda	590
Tomasz Kozacki	18424
Marcello Nuvoli	14043
Giovanni De Carne	18630
Anwei Li	16383
Hemant Ghayvat	18087
Danilo Cáceres Hernández	2481
Carsten Rudolph	16294
Abdullah Al-Hadi Azremi	4960
Daniel Kane	6810
Afnan A. Aljaser	13908
Derong Liu 0001	17572
Xiuhua Cai	8674
Ana Verónica Medina	14420
Yulong Ge	4728
Soonmin Choi	309
Wenjie Zhang	2174
Ismael F. Aymerich	3812
Jack D. Bush	5661
Logeshwaran Murugesan	15536
Greg Gillen	9138
Claudio Demartini	5705
Lorenzo Porzi	10148
Donghwoon Kwon	10735
Ernö Robert Csetnek	2756
P. J. Costa Branco	11242
Yujian Li	11640
Luis Eduardo Mujica	12264
Tim Weiß	15616
Carsten W. Scherer	15738
Vasa Radonic	18501
Daniel Greenheck	8567
Zhendong Xu	11129
Peide Liu	12185
Jiangmin Yu	17500
Xi Xu	9048
Xia Wan	11124
Aleksandar Radu	17320
Weicheng Lin	17838
Ubaid Ur Rehman	9302
Namwook Cho	18113
Puspal Chatterjee	19052
Michal Sobaszek	8904
Luciano Lavagno	17393
Xiwei Liu	3655
Yousheng Wang	16996
Youxing Su	14962
Steffen Fürst	14034
Gerhard Schmeisser	1369
Shuhan Liu	15792
Sanghamitra Mandal	5166
K. Murali Krishnan	13207
Wenxiang Li	14272
Yu-Ling Chen	13203
Gilad Drozdov	10038
Xinyu Xiao	17347
Xiaofan Zhang	6737
Peter Kelleher	4770
Soo-Hyung Kim	6167
Leonardo Goratti	18522
Myung Chan Gye	12546
Mohammad Nasir Uddin	3750
Anuradha Kar	4494
Pavel Rajmic	12294
Salvatore D&apos;Antonio	13166
Vaughn Betz	6679
Jianqin Zhao	14380
Mario Cavinato	2856
Raul Fernandez-Fernandez	19079
Licia Capra	9840
Arnaldo Marulitua Sinaga	15690
Pawan Subedi	3988
Masatoshi Uno	10609
Hui-Ling Chang	6444
Miguel Ángel Prada-Delgado	6400
Nabin Sharma	3621
Stefan Ulbrich	12326
Paul Okopny	8915
Yuhua Jiang	6278
Tae Jae Lee	8875
M. Lafci	11141
Saad Bin Qaisar	1525
Pedro Castillejo	13237
Héctor Pomares	17498
Rami G. Melhem	12909
Pedro Magaña-Espinoza	13912
George Weiss	3841
Hongbo Wang	1326
Ali Chelli	12382
Andrew G. Dempster	17311
Muhammad Azfar Yaqub	8948
Franciszek Seredynski	11663
Artak Hakobyan	14700
M. Argoud	895
Antonio A. F. Loureiro	2549
Haseeb Ahmad	2802
Jayanta Basak	15994
Rosario Arjona	5635
Tsuriel Ram-Cohen	16251
Cheng-Yang Fu	5066
Changqing Xu	16779
Shuo-Hung Chang	18979
Jin-Xu Xu	2815
Banshi D. Gupta	18340
Lakshmi Nair	19707
Ali M. Mahmood	12403
Guoyong Dai	4516
Bruno Dzogovic	7430
Alex Alarif	8805
Yong Lv	5551
Hong Shen	10461
Felipe Sass	13665
Jayant R. Haritsa	18750
Abdel Naser Zaid	14573
Tobias Günther	19504
Ruben Reiser	3625
Naomi Shaked-Monderer	11997
Kawsar Ali	15360
Takehito Utsuro	6255
Duc-Nghia Vu	227
Aleksandr Ometov	1092
Aneesha Singh	14677
Damith Chinthana Ranasinghe	12673
Jong-Hwan Kim 0003	576
Zhipei Huang	4735
Anxue Zhang	16
S. Hariharan	12291
Songbo Ruan	1824
Jianlu Luo	10651
Huan Xu	15630
Eduardo Macagno	981
Wan Baihaqi Wan Ab Rahman	726
Maarten van Steen	1869
Anette Alen-Savikko	13094
Nem Khan Dim	5428
Arijit Mukherjee	10069
Renyun Zhou	12748
Yuecheng Yu	9409
He Huang	14353
Raymond Ahn	2398
Dilma Da Silva	9783
Lorenzo Lunelli	5212
Abhishek Kumar 0002	9759
Young Hoon Joo	905
Hsiang-Erh Lai	7692
Hongyu Xiang	7821
Kun An	13054
Sung A. Hong	17678
Yi Shyh Eddy Foo	3403
Jong-Wook Kim	9088
Witold A. Krzymien	5331
Yongcai Wang	11054
Marcus Tshibangu	11060
Jiuming Lu	5310
Jialing Mo	1634
Hua Geng	3751
Frank Bunge	7161
Ohan Oda	17261
Ping Yu	7681
Xihui Feng	422
Konstantin Mikhaylov	6969
Hongbin Jin	4935
Watsawee Sansrimahachai	8199
Shibashis Bhowmik	15536
Weili Han	833
Anne Marie Piper	6906
Florian Mueller 0001	3792
Enrico Anniballi	10529
Dhammika Jayalath	1173
R. LaOrsa	12360
Yunlei Sun	6471
Abderrahim Mesbah	2495
Shun-qing Ren	13827
Olivia Petit	3105
Jianwei Peng	16062
Changsong Cai	6228
Adriana S. Iwashita	16013
Hakim Elchaoui Elghor	7847
Yijun He	2129
J. Watson	7535
Bogdan Voisiat	14326
T. Sreenivasulu	15929
Yann Schoenenberger	5503
Gerd Wessolek	990
Rilwan Remilekun Basaru	13166
Yu Ji	13201
C.-J. Richard Shi	15786
Patrycja Bober	19368
Jonas Frich	782
Huachao Yang	14770
Maziar Ghazinejad	1835
Fabrizio Nunnari	6426
Ng Lai Boon	11443
Hyungjune Shin	13388
Christopher J. Newman	14960
José Machado 0001	11022
Cui-Qin Dai	4317
Yael Miron	3972
Yufeng Chen	4782
Alexander G. Schwing	14552
Dae-Hyuk Kwon	12632
Nithin George	6761
Limin Guo	1507
Nidhi Saraswat	18217
Sanat Wagle	1845
Miao Li	15228
Anders P. Åstrand	1018
Oren Y. Kanner	2393
Kasamsuk Ungchittrakool	12655
Shohreh Ahvar	19137
Oliver Sawodny	8089
Qin Wang	2549
Zhenhua Xu	3379
Emmi Parviainen	14992
Muhammad Naeem Shehzad	18313
Pengfei Liang	19422
Ningyi Dai	3176
Yusuke Hayashi	16666
Denise Ratasich	14668
Stefania Campopiano	16214
Xuetao Zhang	7122
Tariqullah Jan	7479
Noreen Sher Akbar	1248
Marcelo Castro	7408
ChengBing He	16839
Shesheng Gao	10288
Marcus Carvalho	8629
Mostafa M. Mohamed	18156
Zhennan Wang	6689
Naasson P. de Alcantara	13344
Jianhui Lin	13401
Gaoming Zhang	10766
Iram Nadeem	16607
Martin Baca	17498
Yen-Chen Lai	3168
Yuma Matsuda	5839
Zong-Sheng Wu	17108
Tao Yang 0006	12128
Hong-Yu Huang	15243
Daniel C. Ludois	14016
Qingpu Zhang	11004
Yinyi Feng	14350
Vânia Paula de Almeida Néris	8352
Timofey Grechkin	19868
Ilaria Cacciotti	16477
Weiping Guo	6481
Panos Melas	1835
Antonio Camacho	13490
William Hoiles	7715
S. G. Mohammad Mousavi	10695
Seung-Oh Jin	9949
Jia-Chin Lin	5948
Huiqi Li	18645
Arezou Soltani Panah	4489
Tae Wook Kim	18819
Jasper O&apos;Leary	16442
Srikanth Mudiyula	1538
Catherine Bullock	10899
Arfana Begum Mallah	14026
Dragan S. Djordjevic	15181
Patricia Chavez-Burbano	9346
Lalit Kumar	17664
Si Si Mar Win	6113
Muhammad Khalid	8814
Benyu Su	14129
Rucha Tambe	10699
Dapeng Chen	3319
Michaël Sicard	14245
Pan Zhang	1044
Chongyang Ma	7543
Carsten Brenk	18737
Chris Baber	3849
Hari Prasad Rimal	988
Shiping Huang	18342
Sushanta Chakraborty	16904
Oliver Grau	1862
Chengcui Zhang	13254
Banlue Srisuchinwong	11050
Buddha Singh	685
Linyou	10388
Jakub Nalepa	3839
Yishi Lu	14157
Rondineli Rodrigues Pereira	13650
Onur Soyer	17947
Tom Jenkins	2055
Hongli Liu	19546
Mathieu Raynal	12697
Marco Pirola	15654
Jürgen P. Schulze	2071
Seungdu Kim	15450
Harry Leib	5902
Andrea Abrardo	14265
Reinhard Bauer	7301
Heather McKinnon	6974
Pen-Shun Lu	3833
Jiao Sun	7953
Plamen A. Demirev	14137
Maximilian J. Wang	7333
Liwei Wei	83
Aboozar Eghdam	6218
Xingzhen Bai	10372
Amit Vilas Sant	13710
Weidong Wu	14758
Mikel Mazuela	17986
Lúcia Bilro	19230
Yujia Zhao	19787
Takeshi Hatanaka	8519
Songlin Zhuang	15217
Chunlei Yang	13827
Alireza Ramyar	16287
Peter W. Lehn	4570
Jinyi Wang	15853
Yunjeong Kim	8580
Raul Santiesteban-Cos	18312
Ching-Min Lee	13223
Kamil Faisal	6254
Malek Adjouadi	14182
Martin J.-D. Otis	19709
Parisa Shokouhi	19803
Kunyi Cai	12450
Xu Yang	6167
Junhyoung Ha	1152
Huifeng Zhang	18327
Sebastian J. F. Fudickar	5090
Zhenmin Wang	19795
Antonio Martínez-Olmos	13634
Jessie M. Gillis	11956
Bo Ye	6653
Oliver Eigner	7386
Nicola Bazzanella	18502
Chaoquan Li	4208
Daniel Herrera C.	1770
Bo Luan	326
Rebecca Fahrig	19918
Rajesh Challa	10356
Raúl Mohedano	6610
Bo Luo	14472
Frank Schebesch	14349
Adrián Fernández Gavela	13633
Tong Zhao	1431
Laurianne Sitbon	17888
Javier Jaén Martínez	19900
Jan H. van Schuppen	8557
Wan-Liang Wang	19571
Ahmed Hallawa	2813
Young Park	16647
Xinghua Li	9222
Andrew S. Torres	9733
Stephen Wang	13466
Javier Goicoechea Fernández	10632
Yourong Ban	5611
Dong June Ahn	10079
Pingyi Fan	5975
Md. Rubel Basar	2104
Chandra P. Giri	544
Harmonie Miranda	15073
S. Priya Sekhar	15399
Jiuqiang Han	5376
Jianan Wu	5411
Hans-J. Briegel	10703
Yonggui Liu	17662
Qiang Guo	2788
Victor B. Kazantsev	18039
Abdellatif Miraoui	16754
Gennaro Boggia	6817
Yanbo Zhang	2619
Nerolie Oakes	14658
William Daniel	2829
Sabrina Marczak	14561
Soontae Kim	7905
Yassir Madhour	19713
Jinhong Guo	6396
Monica Moroni	10334
Ryo Kakitsuka	7127
Susana Campuzano	2832
Xiaoyong Chang	10931
Lambert Wanninger	11350
Andrew Barber	11599
Rodolfo Villamizar	14804
Xiyang He	14934
Armin Salimi	17827
Mercedes Ruiz-Cortés	7063
Hung-Hai Shie	8597
Donald C. Wunsch	6862
Ehab Awad	3082
Rong Yang	19289
Yao Sun	8700
Milan Biros	8599
Bruno Feijó	16431
Francisca López-Granados	5000
Dimitri Stanojevic	9204
Július Stecík	18724
Weishen Zhu	13154
Chi-Yin Chow	8009
Mohamed Abdellahi Amar	12527
Zakia Asad	1488
V. Vivekanand	5350
Raghava Rao Mukkamala	19380
Shuai Wang 0013	4160
Bo Huang 0003	14793
Kati Alha	4712
Joan Nicolas-Apruzzese	6574
Jean E. Tardy	17996
Lanqun Hao	9863
Wenrong Si	18067
Ruyun Ma	7882
Lina Geng	9509
Abhisek Ukil	4531
François Bouchaud	13450
Franck Multon	8932
Shouyuan Yang	2421
Shuo-Jen Lee	13597
Rogelio Hasimoto-Beltrán	12719
Norbert Krüger	8693
David Palma	19155
Ngoc-Son Pham	15606
Jianfang Gao	9027
Md Sakhawat Hossen	19439
Yongping Zhao	8019
Amr M. Youssef	9547
Soumaya Cherkaoui	12110
Denghong Liu	1990
Bruno Andò	8009
Stuart Laval	13871
Huaxi Gu	15464
Till Hohenberger	7428
Jürgen P. Schultz	16423
Arpita Thakre	13479
Md. Bellal Hossain	2769
Chengcheng Tang	11483
Vani Mandava	19672
Allison Kealy	17975
Xiangjuan Yu	615
Jing Deng	3066
Chung-Kwang Chou	4708
Michael Greenleaf	4545
Jiuhe Wang	5887
Gábor Fodor	8571
Xianfeng David Gu	14080
Juan José Ramos-Muñoz	12888
Lei Ni	13035
Tommaso Cavallari	18790
Gregery T. Buzzard	12891
Edirlei Soares de Lima	19832
Xiaomeng Yan	4269
Arslan Ahmed Amin	5994
Kåre Synnes	11591
Guoliang Luo	18755
Huai-Ning Wu	10042
Maria V. Chistiakova	1328
Zhenan Tang	9585
Marga Marcos	16110
Michael Duersch	16838
Ana-Maria Cretu	6229
Albert Hein	2623
Olivier Blazy	2653
Denise De Gaetano	2557
Yinchu Sun	55
Daniel Ménard	9165
Zhijun Ding	14266
Shou-Hung Welkin Ling	17938
Weitao Che	13720
Haiwen Yuan	16223
Brian Cline	18918
Ali Heidari	18109
Hong-Chuan Yang	10574
Sergio Nesmachnow	4232
Lin Zhao 0001	5373
Konstantin Turitsyn	12089
Thi-Nga Dao	1729
Daniel Hienert	13919
Abhaya Kumar Pradhan	9350
Svetlana V. Avtaeva	19613
Mohammad Haji Gholizadeh	9251
Xin Lin	2620
Pao-Ann Hsiung	16202
Ehab F. El-Saadany	7204
Karel Zimmermann	9157
Mondher Bouazizi	5116
Svetlana Avdyukhina	16451
Viet-Khoi Pham	2391
Jenny Alexandra Cifuentes	4369
Hoon Oh	247
Hairihan	17828
Hyun-Soo Seol	9505
Juan Francisco Reinoso Gordo	4310
Moinul Shahidul Haque	3913
Petros Daras	15458
Dong-Ho Lee	16480
Gülnur Saffak Atalay	12345
Tun-Wen Pai	8447
Kang Wook Lee	5594
Sunhwa Jung	1076
Shalli Rani	2120
Salvador Ponce Alcántara	10395
Lin Liang	12239
Panagiotis Perakis	9400
Andrew W. Cross	12881
Chih-Ting Lin	1504
Giovanni Paragliola	6340
Kwon Gyu Park	8470
Hector Zelaya de la Parra	15440
Chunlei Wu	7916
Shuo He	7425
Hyunjin Kim	8901
Joaquín G. Norniella	12926
Chin-Chi Cheng	2924
Arash Deylamsalehi	884
Yatima Alias	15361
M. Shamim Kaiser	275
Aruna Seneviratne	1545
Dan Voicu	7323
M. P. R. Sai Kiran	7336
Jens Haueisen	1860
Shuichiro Yamamoto	9044
Qing Tang	6496
Riccardo Enrico Zich	12350
Haiyan Fang	18651
Xing Tan	17013
Damien Piguet	3020
Raimir Holanda Filho	19820
Seong Kyung Hong	5850
Max Ehrlich	10420
Maria Cervantes	8385
Ioana Silvia Hosu	2550
Yangyang Lu	19222
Xu Guang Huang	11537
Alex D. L. Gray	7346
Jakub Nalepa	12018
El-Ghazali Talbi	12768
Harshad Kulkarni	19631
Chien-Cheng Lee	11736
Anas Basalamah	5804
Lidan Yao	17706
Simon Fuhrmann	6804
José M. Pingarrón	17538
Bastiaan R. Bloem	19206
Jere Kolehmainen	8949
Hyun Mu Heo	9178
Igor Gilitschenski	7724
Gerald Beyer	15955
Yang Shi 0001	1030
Hong Lu 0008	19142
Wei Guo	18530
Alain Casali	8414
Bin Wang 0018	7411
Nagarajan Sukavanam	6034
Susheela Narasimhan	2705
Gabrielle Vail	12828
Mayank K. Aditia	1617
Azer P. Yalin	9496
Damiano Mingardi	15788
Kang Zhang	8364
Ioan Alexandru Ivan	16222
Paul Timothy Furgale	19184
Pegah Afsharlar	1158
Junmin Wang	8431
Leandro D. Medus	15378
Chang-you Xing	7945
Yuchen Jiang	5381
Kazushi Asami	15110
Juyeop Kim	18624
Hyungi Kim	9162
Ahmed Osman	314
Denys Makarov	15127
Yi Jiang 0006	18073
Ruimin Lv	19923
T. V. Lakshman	19531
Luke Hunter	17698
Yui-Lam Chan	5053
Matthew Lueck	14661
Jiehua Zhu	2154
Takafumi Taketomi	4256
Guido Pasquariello	8750
Hongli Liu	12777
Jiye Yang	5347
Mina Guirguis	12752
Michael Galea	603
Guangcheng Hu	4898
Ming Gu 0001	14967
Krishna Naik Karamtot	5106
Shujing Wang 0004	1799
Frede Blaabjerg	6288
Jaime Gómez García-Bermejo	16838
Nikolaos Vasilakis	10867
Pallavi Mohan	7143
Janghoon Yang	2073
Sergio Domingo	757
Li Bin	18051
Kouki Fujioka	1183
Jalal Abedi	1927
Dimitrios D. Alexakis	8132
Jun-Te Huang	8447
Julie I. Metri	9423
Xavier J. A. Bellekens	11856
Fabien Geyer	12105
Samir M. Iqbal	7238
Gustavo Montero	15748
Liang Li	17831
Seung-Soo Choi	927
Mehdi Shahparnia	5512
Stephen A. Billings	71
Susanto Rahardja	1885
Aïcha-Nabila Benharkat	3883
Tarkan Aydin	5045
Pascal Vasseur	12842
Kazuhide Nakajo	8491
Sandun S. Kuruppu	3131
Jakub Altsmíd	1761
Andreas Hutter	5797
Qianhao Sun	4281
Willibroad Gabila Buma	14168
Markus Kaufmann	5652
Huan-Bang Li	5242
José Vicente Lidón-Roger	6397
Humaun Kabir	1548
Maurits de Planque	5643
Brennan Jones	7508
Rajesh Challa	6996
Seungyeop Choi	2001
Paul G. Flikkema	8816
Yi Wu 0005	13876
Jinsong Chen	14693
Daniel Gatica-Perez	14381
Philip Amortila	8507
Xiangyu Wu	19394
Suheer Alhadhrami	17974
Xinbin Li	4606
Xianjia Wang	15076
Giuseppe Artese	16652
Lim Kar Keng	17172
Tao Jin	10211
Tuyen D. Nguyen	15635
Liang Shen	6354
Y. Khiar	15142
Eric Hu	1014
Tisheng Zhang	13288
Byunghyun Lee	10918
Erik Waingarten	2628
Mathias Baert	2898
Haoyong Yu	17251
Javad Ebrahimi	12735
David Cardwell	19887
Vincent Le Digarcher	9882
Rasha Homoud	11443
Brahim Benbakhti	16484
Takaaki Itoh	2097
Hieu Thanh Do	17439
Ryan B. Wicker	5922
Edward Li	5958
Li Jiang 0001	4344
Min Feng	5193
Michael Gallimore	10334
Francesc Solanelles	15312
Ikumi Waragai	5983
Zhendong Wu	19095
Jacek Szklarski	11620
Adele Parsons	15650
Mathieu D&apos;Amours	2737
Jeremy R. Strozer	10525
Ruyi Yuan	8895
Tarkan Aydin	15488
Li-Heng Tai	10033
Chuanyue Li	10967
Anil M. Gore	8969
Adam Szolna	17878
Tao Sun 0004	9314
Azzedine Zerguine	780
D. Zeidan	1156
Jane You	11588
Nuwan Balasuriya	9071
Akihiro Ohori	16084
Dragan Indjin	7090
Eduardo Cerqueira	13560
Pei-Yan Huang	8618
Xiangdong Kong	18143
Konpal Shaukat Ali	12862
Mohammadmahdi Farahani	14081
Jing Bai	5294
Takeo Yaku	5318
Feng Ding 0004	1880
Mirjam Palosaari Eladhari	4255
Raluca Elena Ginghina	19475
Feng Zhang	18701
Thomas Kral	9494
Florian Jeanne	3348
Marcin Hubacz	8431
Zhiwu Huang	9056
Jürgen Dickmann	13622
Larisa Vihrova	12128
Yasuko Tomizawa	7706
Jaemin Lim	13776
Zhufei Chu	16407
Andrea Romanoni	1559
Nagwa A. Badran	7849
Wei Wan	17043
Ahmad Irjoob	8091
Asma Musabah Alkalbani	10411
Guichu Wu	551
Luv Kohli	6488
Donglai Li	18577
Yeh-Peng Chen	9757
Mingxing Jiang	15097
Fang Qiu	3929
Petr Mayer	13330
Evangelos Papatheou	6853
Md. Bellal Hossain	13910
Sang-Won Lee 0003	2077
Bibhuti Bhusan Pradhan	10480
Itaru Kitahara	13993
Tianhe Xu	15751
Alessandro Nardaggio	5386
Lei Ma	14080
Csongor I. Gedeon	9548
Amith Khandakar	17898
Shaowen Ding	8644
Wei Chen	16787
Étienne Deparis	11947
Deog-Kyoon Jeong	11374
Octavio Camarena	6476
Zhipeng Lv	13686
Yini Zhong	2886
Hao Wang 0036	2725
S. Parasuraman	5281
Wenn-Chieh Tsai	13700
Bo Fu	19452
Yaser Jararweh	6840
Anna Ståhl	18423
Vasileios Mezaris	57
Tomasz Jaskiewicz	19860
Leopoldo Jetto	4062
Maciej Nikodem	13334
Yuan Dong	2321
Cristian J. Luciano	10357
Ushemadzoro Chipengo	12698
Robert Annessi	991
WeiGuo Zhang	8079
Scott Cohen	18983
Pawel Skrzypczak	17545
Giusi Sorrentino	9175
Huang-Chia Shih	3501
Jacobo Sandoval-Gutierrez	12491
Yongxiang Liu	19080
Barbaros Celikkol	12649
Yue-Li Wang	14133
Chunming Li	6003
Amir Ramezani Dooraki	2819
Muhammad Yeasir Arafat	11442
Fuli Wang	2878
Javier Gámez García	4296
L. Flandin	7756
Janne Mascha Beuthel	5270
Zheng Xiang	6085
Taoqing Zhou	4366
Hanfei Mei	7735
Domenico Striccoli	11048
Jesus Luna	3325
Asim Biswas	10427
Piero Castoldi	6815
Luiz Affonso Guedes	10920
Yosuke Nakagawa	13811
Zhijun Chen	10208
Jonggi Hong	9405
Fangjing Hu	10074
Jae-Chan Yoon	8183
Takanori Kobashi	5829
Attilio Frangi	13716
Nazim Agoulmine	16439
Chunjuan Bo	18944
Guilherme Pedro Aquino	4438
Harbax Singh Bhatti	13200
Viktoria Pammer	2246
Yan Bao	19753
Sun-Young Choi	7941
Harrison Hunter	16981
Jan Sliwa	4156
Monika Neda	8171
Kedar Deepak Mejari	16376
Alireza Avakh Kisomi	3119
Soung Chang Liew	8893
Robert Jankowski	9079
Yingfu Guo	6640
Alexandrina Rogozan	5262
Mohamed H. Ahmed	3104
Yadana Theins	5430
Balaraman Ravindran	5360
Xiangyu Sun	11144
Biwei Xie	3935
M. Daval	6681
Chengzhou Tang	1813
Daniel Klaas	3859
Ashraf Tahat	1961
Hany M. Harb	5192
Naveed Ejaz	10782
Gianluca Marucco	1230
Jessica Kremer	18255
Kazuhisa Ito	19143
Martina Mokrisová	13316
Yali Guo	17856
Denis Jurkovic	12547
Li Guo 0008	6442
Oliver Ansell	9252
Yuanfa Ji	10595
Edwin Kreuzer	6296
Mei-Juan Zhang	2202
Jung-Won Kang	17168
Vitaly Petrov	12677
M. P. Nandakumar	12162
Batu Aytemiz	5985
Junkai Ji	18753
Daniel Zimmerle	15071
Vladimir Stankovic 0001	5149
Sajeeha Ansar	4689
Jesús Cardesín Miranda	8146
Se-Young Oh	10588
Luigi Fregonese	3549
N. Parimala	14094
Md. Rashidujjaman Rifat	11714
Xin Gu	1416
Qingyao Wu	12711
Daoming Wang	12800
Merav Parter	17286
Shamala Subramaniam	17829
Matteo Davoli	1410
Albert Hein	6068
Ebert Brea	9551
Mustapha Boushaba	8139
Abid Yahya	5993
Huiying Zhang	4948
Goffredo La Loggia	18995
Alberto Villalonga	8007
Heejin Lee	19345
Huanxin Zou	1103
Zhifeng Ye	13088
Lucas Jódar	3732
Jun Cheng Cao	18596
Sabine Van Huffel	1092
Changzhi Li	13538
Dorothy Monekosso	14835
Dong Sam Ha	4198
Atif Mashkoor	5060
Jari Honkanen	11237
P. F. C. Goncalves	11227
María José Lasala	14478
Ridvan Say	14888
Fernando Sánchez Lasheras	1411
Thibault Langlois	13972
Eduardo Torres	5325
Amr El Abbadi	14122
Iraklis Tsekourakis	1276
Tingting Chen	10892
Jing Yuan 0004	12818
Maryam Hafeez	2342
Antonio M. López	6567
Changkyu Choi	4153
Rongfeng Yang	19798
Nand Kishor	19803
Chao-Wei Yu	6370
Alaleh Alivar	9360
Carlos Miguel Tavares Calafate	16249
Xiangguo Cheng	6499
Christopher C. W. Ham	8338
Aggeliki Tsoli	17993
Giuseppe Sartori	8617
Junxiong Wang	199
Zhen Li	13284
Tim Farnham	13589
Carmen Aula-Valero	9239
Mathieu Chevrie	6803
Belkacem Ould Bouamama	18356
Kan Liu	2853
Daeyeon Kim	11254
Ehsan H. Chowdhury	19330
Husnain Saeed	2797
Bingbing Gao	18199
Kena Alexander	19468
Sujoy Bhore	3632
Na Zheng	11790
Liangliang Jin	7112
Ilyena Hirskyj-Douglas	14004
Irfan Mehmood	6820
Susanna Vital de Campos de Freitas	14007
Massoud Pedram	14291
Kitsuchart Pasupa	12687
Debasish Datta 0001	16608
Kyungjun Cho	13034
Jiarui Tao	6960
Lin Bai	9373
Tanya Chowdhury	257
Saiyi Li	17864
Mehdi Shahparnia	1486
Xavier Lin	6839
Namwook Cho	3630
Mithun Mukherjee 0001	19031
Naokazu Yokoya	16834
Jaedong Lee	4746
Susan C. Steele-Dunne	12995
B. Venkatesh	303
Toby P. Breckon	465
Cuiping Liang	16213
Noriaki Koide	16668
Sandeep Gopisetty	2195
Zhiming Chen	12074
Yuan Liao	16182
Mihai Datcu	15211
Farookh Khadeer Hussain	16377
Sung Jun Lee	9147
Sebastian Herbst	17674
Francisco Rodríguez-Ballester	14447
Prakash Chauhan	7523
Takahito Hamanaka	14751
Hamid Haj Seyyed Javadi	8015
Qiang Hu	332
Ricardo Lizana	8862
Siyu Chen	1588
Svorad Stolc	223
Yoshimasa Kimura	6264
Wen-Jong Wu	10121
James A. D. McLaughlin	13725
Yiming Qian	15177
Sylvain Kuoch	2925
Gonca Bülbül	15039
Sami Hlioui	8440
Paolo Dosso	15030
Giuseppe Bianchi 0001	1547
Renan Samuel da Silva	2566
Kingson Man	18891
Matteo Felice Iacchetti	2508
Xiaopeng Wei	9581
Hujun Bao	8292
Daniel Santesteban	16907
Rujia Wang	7013
Shanxu Duan	19477
Hendra Ishwara Nurdin	3592
Michael Winters	470
Ikbal Taleb	13156
Jung-Hwa Wui	16381
Chengdong Wu	10005
Yogesh Simmhan	18535
Gaizka Durana	15287
Jinjiang Wang	16251
Jie Chen 0021	15930
Snezana S. Djordjevic	15621
Hemant Ghayvat	10274
Gonzalo de Miguel Vela	15629
Shao-Ku Kao	449
